Proj_num,Name_CN,Name_EN,CategoryCN,CategoryEN,Time,Type_CN,Type_EN,Place_CN,Place_EN,Unit_CN,Unit_EN,X,Y,ProvinceCN,ProvinceEN,Region4CN,Region4EN,Region7CN,Region7EN,center
Ⅱ-17,傈僳族民歌,Lisu folk songs,传统音乐,Traditional music,2006,新增项目,New project,云南省怒江傈僳族自治州,"Nujiang Lisu Autonomous Prefecture, Yunnan Province",怒江傈僳族自治州文化馆,Nujiang Lisu Autonomous Prefecture Cultural Center,98.85588,25.847203,云南,Yunnan,西部,Western China,西南,Southwest China,"98.85588,25.847203"
Ⅱ-17,傈僳族民歌,Lisu folk songs,传统音乐,Traditional music,2006,新增项目,New project,云南省泸水县,"Lushui County, Yunnan Province",泸水市文化馆,Lushui Cultural Center,98.857586,25.8262,云南,Yunnan,西部,Western China,西南,Southwest China,"98.857586,25.8262"
Ⅱ-18,紫阳民歌,Ziyang folk songs,传统音乐,Traditional music,2006,新增项目,New project,陕西省紫阳县,"Ziyang County, Shaanxi Province",紫阳县文化馆,Ziyang County Cultural Center,108.529833,32.522562,陕西,Shaanxi,西部,Western China,西北,Northwest China,"108.529833,32.522562"
Ⅱ-19,裕固族民歌,Yugur folk songs,传统音乐,Traditional music,2006,新增项目,New project,甘肃省肃南裕固族自治县,"Sunan Yugur Autonomous County, Gansu Province",肃南裕固族自治县非物质文化遗产保护传承中心,Sunan Yugur Autonomous County intangible cultural heritage protection and inheritance Center,99.614375,38.836673,甘肃,Gansu,西部,Western China,西北,Northwest China,"99.614375,38.836673"
Ⅱ-20,花儿（莲花山花儿会）,Hua'er (Lianhua Mountain Hua'er Fair),传统音乐,Traditional music,2006,新增项目,New project,甘肃省康乐县,"Kangle County, Gansu Province",康乐县文化馆,Kangle County Cultural Center,103.705926,35.37108,甘肃,Gansu,西部,Western China,西北,Northwest China,"103.705926,35.37108"
Ⅱ-20,花儿（松鸣岩花儿会）,Hua'er (songmingyan Hua'er Fair),传统音乐,Traditional music,2006,新增项目,New project,甘肃省和政县,"Hezheng County, Gansu Province",和政县文化馆,Hezheng County Cultural Center,103.348531,35.424972,甘肃,Gansu,西部,Western China,西北,Northwest China,"103.348531,35.424972"
Ⅱ-20,花儿（二郎山花儿会）,Hua'er (Erlang Mountain Hua'er Fair),传统音乐,Traditional music,2006,新增项目,New project,甘肃省岷县,"Minxian County, Gansu Province",岷县文化馆,Minxian Cultural Center,104.034263,34.439408,甘肃,Gansu,西部,Western China,西北,Northwest China,"104.034263,34.439408"
Ⅱ-20,花儿（老爷山花儿会）,Hua'er (LAOYESHAN Hua'er Fair),传统音乐,Traditional music,2006,新增项目,New project,青海省大通回族土族自治县,"Datong Hui and Tu Autonomous County, Qinghai Province",大通回族土族自治县文化馆,Datong Hui and Tu Autonomous County Cultural Center,101.683746,36.926889,青海,Qinghai,西部,Western China,西北,Northwest China,"101.683746,36.926889"
Ⅱ-20,花儿（丹麻土族花儿会）,Hua'er (danmatu Flower Festival),传统音乐,Traditional music,2006,新增项目,New project,青海省互助土族自治县,"Huzhu Tu Autonomous County, Qinghai Province",互助土族自治县文化馆,Huzhu Tu Autonomous County Cultural Center,101.957507,36.844281,青海,Qinghai,西部,Western China,西北,Northwest China,"101.957507,36.844281"
Ⅱ-20,花儿（瞿昙寺花儿会）,Hua'er (Qutan Temple Hua'er Fair),传统音乐,Traditional music,2006,新增项目,New project,青海省乐都县,"Ledu County, Qinghai Province",海东市乐都区文化馆,Haidong Ledu District Cultural Center,102.399704,36.481996,青海,Qinghai,西部,Western China,西北,Northwest China,"102.399704,36.481996"
Ⅱ-20,花儿（七里寺花儿会）,Hua'er (Qili Temple Hua'er Fair),传统音乐,Traditional music,2006,新增项目,New project,青海省民和回族土族自治县,"Minhe Hui and Tu Autonomous County, Qinghai Province",民和回族土族自治县文化馆,Minhe Hui and Tu Autonomous County Cultural Center,102.829068,36.320597,青海,Qinghai,西部,Western China,西北,Northwest China,"102.829068,36.320597"
Ⅱ-20,花儿（宁夏回族山花儿）,Hua'er (Ningxia Hui mountain Hua'er),传统音乐,Traditional music,2006,新增项目,New project,宁夏回族自治区,Ningxia Hui Autonomous Region,宁夏回族自治区文化馆（宁夏回族自治区非物质文化遗产保护中心、宁夏回族自治区展览馆）,"Cultural Museum of Ningxia Hui Autonomous Region (intangible cultural heritage protection center of Ningxia Hui Autonomous Region, exhibition hall of Ningxia Hui Autonomous Region)",106.273758,38.465904,宁夏,Ningxia,西部,Western China,西北,Northwest China,"106.273758,38.465904"
Ⅱ-20,花儿（新疆花儿）,Hua'er (Xinjiang Hua'er),传统音乐,Traditional music,2008,扩展项目,Extension project,新疆维吾尔自治区昌吉回族自治州,"Changji Hui Autonomous Prefecture, Xinjiang Uygur Autonomous Region",乌鲁木齐市米东区文化馆,Medong district cultural center of Urumqi,87.30511,44.009867,新疆,Xinjiang,西部,Western China,西北,Northwest China,"87.30511,44.009867"
Ⅱ-20,花儿（新疆花儿）,Hua'er (Xinjiang Hua'er),传统音乐,Traditional music,2008,扩展项目,Extension project,新疆维吾尔自治区巴音郭楞蒙古自治州,"Bayingolin Mongolian Autonomous Prefecture, Xinjiang Uygur Autonomous Region",焉耆回族自治县文化馆,Yanqi Hui Autonomous County Cultural Center,86.148331,41.767057,新疆,Xinjiang,西部,Western China,西北,Northwest China,"86.148331,41.767057"
Ⅱ-20,花儿（张家川花儿）,Hua'er (Zhangjiachuan Hua'er),传统音乐,Traditional music,2014,扩展项目,Extension project,甘肃省张家川回族自治县,"Zhangjiachuan Hui Autonomous County, Gansu Province",张家川回族自治县文化馆,Zhangjiachuan Hui Autonomous County Cultural Center,106.200366,34.988891,甘肃,Gansu,西部,Western China,西北,Northwest China,"106.200366,34.988891"
Ⅱ-21,藏族拉伊,Tibetan Rai,传统音乐,Traditional music,2006,新增项目,New project,青海省海南藏族自治州,"Hainan Tibetan Autonomous Prefecture, Qinghai Province",海南州文化馆,Hainan culture museum,100.618266,36.280758,青海,Qinghai,西部,Western China,西北,Northwest China,"100.618266,36.280758"
Ⅱ-21,藏族拉伊（那曲拉伊）,Tibetan Rai (Naqu Rai),传统音乐,Traditional music,2014,扩展项目,Extension project,西藏自治区那曲地区,"Naqu Prefecture, Tibet Autonomous Region",西藏那曲市群众艺术馆,"Naqu Mass Art Museum, Tibet",92.050466,31.480386,西藏,Tibet,西部,Western China,西南,Southwest China,"92.050466,31.480386"
Ⅱ-22,聊斋俚曲,Liaozhai slang,传统音乐,Traditional music,2006,新增项目,New project,山东省淄博市,"Zibo City, Shandong Province",淄川区聊斋俚曲艺术团,Zichuan Liaozhai Folk Song Art Troupe,118.041583,36.814428,山东,Shandong,东部,Eastern China,华东,East China,"118.041583,36.814428"
Ⅱ-23,靖州苗族歌鼟,Jingzhou Miao songs,传统音乐,Traditional music,2006,新增项目,New project,湖南省靖州苗族侗族自治县,"Jingzhou Miao and Dong Autonomous County, Hunan Province",靖州苗族侗族自治县非物质文化遗产保护中心,Jingzhou Miao and Dong Autonomous County Intangible Cultural Heritage Protection Center,109.691752,26.578567,湖南,Hunan,中部,Central China,华中,Central China,"109.691752,26.578567"
Ⅱ-24,川江号子,Chuanjiang horn,传统音乐,Traditional music,2006,新增项目,New project,重庆市,Chongqing City,重庆市文化研究院（重庆市非物质文化遗产保护中心、重庆市文化行业特有工种职业技能鉴定站）,Chongqing Cultural Research Institute (Chongqing intangible cultural heritage protection center and Chongqing Vocational skill appraisal station for special types of work in the cultural industry),106.546744,29.566607,重庆,Chongqing,西部,Western China,西南,Southwest China,"106.546744,29.566607"
Ⅱ-24,川江号子,Chuanjiang horn,传统音乐,Traditional music,2006,新增项目,New project,四川省,Sichuan Province,四川省艺术研究院,Sichuan Academy of Art,104.063228,30.661883,四川,Sichuan,西部,Western China,西南,Southwest China,"104.063228,30.661883"
Ⅱ-25,南溪号子,Nanxi horn,传统音乐,Traditional music,2006,新增项目,New project,重庆市黔江区,"Qianjiang District, Chongqing",重庆市黔江区民族文化艺术馆,Chongqing Qianjiang District National Culture and Art Museum,108.766305,29.536309,重庆,Chongqing,西部,Western China,西南,Southwest China,"108.766305,29.536309"
Ⅱ-26,木洞山歌,Mudong folk songs,传统音乐,Traditional music,2006,新增项目,New project,重庆市巴南区,"Banan District, Chongqing",重庆市巴南区木洞镇文化服务中心,Chongqing Banan District Mudong Town Cultural Service Center,106.536526,29.405304,重庆,Chongqing,西部,Western China,西南,Southwest China,"106.536526,29.405304"
Ⅱ-27,川北薅草锣鼓,Weeding gongs and drums in northern Sichuan,传统音乐,Traditional music,2006,新增项目,New project,四川省青川县,"Qingchuan County, Sichuan Province",青川县文化馆,Qingchuan County Cultural Center,105.235407,32.577741,四川,Sichuan,西部,Western China,西南,Southwest China,"105.235407,32.577741"
Ⅱ-27,薅草锣鼓（武宁打鼓歌）,Weeding gongs and drums (Wuning Drum Song),传统音乐,Traditional music,2008,扩展项目,Extension project,江西省武宁县,"Wuning County, Jiangxi Province",武宁县非物质文化遗产保护中心,Wuning Intangible Cultural Heritage Protection Center,115.095171,29.258899,江西,Jiangxi,中部,Central China,华中,Central China,"115.095171,29.258899"
Ⅱ-27,薅草锣鼓（宜昌薅草锣鼓）,Weeding gongs and drums (Yichang weeding gongs and drums),传统音乐,Traditional music,2008,扩展项目,Extension project,湖北省宜昌市,"Yichang City, Hubei Province",宜昌市夷陵区文化馆,Yichang Yiling District Cultural Center,111.280792,30.694309,湖北,Hubei,中部,Central China,华中,Central China,"111.280792,30.694309"
Ⅱ-27,薅草锣鼓（五峰土家族薅草锣鼓）,Weeding gongs and drums (Wufeng Tujia weeding gongs and drums),传统音乐,Traditional music,2008,扩展项目,Extension project,湖北省五峰土家族自治县,"Wufeng Tujia Autonomous County, Hubei Province",五峰土家族自治县文化馆,Wufeng Tujia Autonomous County Cultural Center,111.068131,30.159157,湖北,Hubei,中部,Central China,华中,Central China,"111.068131,30.159157"
Ⅱ-27,薅草锣鼓（兴山薅草锣鼓）,Weeding gongs and drums (Xingshan weeding gongs and drums),传统音乐,Traditional music,2008,扩展项目,Extension project,湖北省兴山县,"Xingshan County, Hubei Province",兴山县文化馆,Xingshan County Cultural Center,110.741589,31.350329,湖北,Hubei,中部,Central China,华中,Central China,"110.741589,31.350329"
Ⅱ-27,薅草锣鼓（宣恩薅草锣鼓）,Weeding gongs and drums (Xuanen weeding gongs and drums),传统音乐,Traditional music,2008,扩展项目,Extension project,湖北省宣恩县,"Xuanen County, Hubei Province",宣恩县群众文化馆,Xuanen County mass culture center,109.486647,29.989484,湖北,Hubei,中部,Central China,华中,Central China,"109.486647,29.989484"
Ⅱ-27,薅草锣鼓（长阳山歌）,Weeding gongs and drums (Changyang folk song),传统音乐,Traditional music,2008,扩展项目,Extension project,湖北省长阳土家族自治县,"Changyang Tujia Autonomous County, Hubei Province",长阳土家族自治县民族民间传统文化保护中心,National folk traditional culture protection center of Changyang Tujia Autonomous County,111.201652,30.475276,湖北,Hubei,中部,Central China,华中,Central China,"111.201652,30.475276"
Ⅱ-27,薅草锣鼓（川东土家族薅草锣鼓）,Weeding gongs and drums (weeding gongs and drums of Tujia Nationality in East Sichuan),传统音乐,Traditional music,2008,扩展项目,Extension project,四川省宣汉县,"Xuanhan County, Sichuan Province",宣汉县文化馆,Xuanhan County Cultural Center,107.722633,31.356022,四川,Sichuan,西部,Western China,西南,Southwest China,"107.722633,31.356022"
Ⅱ-27,薅草锣鼓（金湖秧歌）,Weeding gongs and drums (Jinhu Yangko),传统音乐,Traditional music,2014,扩展项目,Extension project,江苏省金湖县,"Jinhu County, Jiangsu Province",金湖县文化馆,Jinhu County Cultural Center,119.015166,33.027157,江苏,Jiangsu,东部,Eastern China,华东,East China,"119.015166,33.027157"
Ⅱ-28,侗族大歌,Dong songs,传统音乐,Traditional music,2006,新增项目,New project,贵州省黎平县,"Liping County, Guizhou Province",黎平县文化馆,Liping County Cultural Center,109.132102,26.233612,贵州,Guizhou,西部,Western China,西南,Southwest China,"109.132102,26.233612"
Ⅱ-28,侗族大歌,Dong songs,传统音乐,Traditional music,2006,新增项目,New project,广西壮族自治区柳州市,"Liuzhou City, Guangxi Zhuang Autonomous Region",柳州市群众艺术馆,Liuzhou Mass Art Museum,109.407096,24.317301,广西,Guangxi,西部,Western China,华南,South China,"109.407096,24.317301"
Ⅱ-28,侗族大歌,Dong songs,传统音乐,Traditional music,2006,新增项目,New project,广西壮族自治区三江侗族自治县,"Sanjiang Dong Autonomous County, Guangxi Zhuang Autonomous Region",三江侗族自治县非物质文化遗产保护与发展中心,Sanjiang Dong Autonomous County intangible cultural heritage protection and Development Center,109.603325,25.786426,广西,Guangxi,西部,Western China,华南,South China,"109.603325,25.786426"
Ⅱ-28,侗族大歌,Dong songs,传统音乐,Traditional music,2008,扩展项目,Extension project,贵州省从江县,"Congjiang County, Guizhou Province",从江县非物质文化遗产保护中心,Congjiang Intangible Cultural Heritage Protection Center,108.901319,25.756227,贵州,Guizhou,西部,Western China,西南,Southwest China,"108.901319,25.756227"
Ⅱ-28,侗族大歌,Dong songs,传统音乐,Traditional music,2008,扩展项目,Extension project,贵州省榕江县,"Rongjiang County, Guizhou Province",榕江县非物质文化遗产保护中心,Rongjiang Intangible Cultural Heritage Protection Center,108.517877,25.935111,贵州,Guizhou,西部,Western China,西南,Southwest China,"108.517877,25.935111"
Ⅱ-29,侗族琵琶歌,Dong Pipa song,传统音乐,Traditional music,2006,新增项目,New project,贵州省榕江县,"Rongjiang County, Guizhou Province",榕江县非物质文化遗产保护中心,Rongjiang Intangible Cultural Heritage Protection Center,108.517877,25.935111,贵州,Guizhou,西部,Western China,西南,Southwest China,"108.517877,25.935111"
Ⅱ-29,侗族琵琶歌,Dong Pipa song,传统音乐,Traditional music,2006,新增项目,New project,贵州省黎平县,"Liping County, Guizhou Province",黎平县文化馆,Liping County Cultural Center,109.132102,26.233612,贵州,Guizhou,西部,Western China,西南,Southwest China,"109.132102,26.233612"
Ⅱ-29,侗族琵琶歌,Dong Pipa song,传统音乐,Traditional music,2011,扩展项目,Extension project,贵州省从江县,"Congjiang County, Guizhou Province",从江县非物质文化遗产保护中心,Congjiang Intangible Cultural Heritage Protection Center,108.901319,25.756227,贵州,Guizhou,西部,Western China,西南,Southwest China,"108.901319,25.756227"
Ⅱ-30,哈尼族多声部民歌,Hani multi part folk song,传统音乐,Traditional music,2006,新增项目,New project,云南省红河哈尼族彝族自治州,"Honghe Hani and Yi Autonomous Prefecture, Yunnan Province",红河哈尼族彝族自治州非物质文化遗产保护中心,Honghe Hani and Yi Autonomous Prefecture Intangible Cultural Heritage Protection Center,103.382144,23.36928,云南,Yunnan,西部,Western China,西南,Southwest China,"103.382144,23.36928"
Ⅱ-30,多声部民歌（潮尔道-蒙古族合声演唱）,Multi part folk song (chaoerdao Mongolian Chorus),传统音乐,Traditional music,2008,扩展项目,Extension project,内蒙古自治区锡林浩特市,"Xilinhot City, Inner Mongolia Autonomous Region",锡林浩特市文化馆,Xilinhot Cultural Center,116.07914,43.931172,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"116.07914,43.931172"
Ⅱ-30,多声部民歌（瑶族蝴蝶歌）,Multi part folk song (Yao Butterfly Song),传统音乐,Traditional music,2008,扩展项目,Extension project,广西壮族自治区富川瑶族自治县,"Fuchuan Yao Autonomous County, Guangxi Zhuang Autonomous Region",富川瑶族自治县文化馆,Fuchuan Yao Autonomous County Cultural Center,111.272196,24.817326,广西,Guangxi,西部,Western China,华南,South China,"111.272196,24.817326"
Ⅱ-30,多声部民歌（壮族三声部民歌）,Multi part folk song (three part folk song of Zhuang nationality),传统音乐,Traditional music,2008,扩展项目,Extension project,广西壮族自治区马山县,"Mashan County, Guangxi Zhuang Autonomous Region",马山县文化馆,Mashan County Cultural Center,108.172911,23.71076,广西,Guangxi,西部,Western China,华南,South China,"108.172911,23.71076"
Ⅱ-30,多声部民歌（羌族多声部民歌）,Multi part folk song (Qiang multi part folk song),传统音乐,Traditional music,2008,扩展项目,Extension project,四川省松潘县,"Songpan County, Sichuan Province",松潘县文化馆,Songpan County Cultural Center,103.602615,32.657765,四川,Sichuan,西部,Western China,西南,Southwest China,"103.602615,32.657765"
Ⅱ-30,多声部民歌（硗碛多声部民歌）,Multi part folk song (Qiaoqi multi part folk song),传统音乐,Traditional music,2008,扩展项目,Extension project,四川省雅安市,"Ya'an City, Sichuan Province",宝兴县文化馆,Baoxing County Cultural Center,102.999217,29.990419,四川,Sichuan,西部,Western China,西南,Southwest China,"102.999217,29.990419"
Ⅱ-30,多声部民歌（苗族多声部民歌）,Multi part folk song (Miao multi part folk song),传统音乐,Traditional music,2008,扩展项目,Extension project,贵州省台江县,"Taijiang County, Guizhou Province",台江县非物质文化遗产保护中心,Taijiang Intangible Cultural Heritage Protection Center,108.317039,26.670931,贵州,Guizhou,西部,Western China,西南,Southwest China,"108.317039,26.670931"
Ⅱ-30,多声部民歌（苗族多声部民歌）,Multi part folk song (Miao multi part folk song),传统音乐,Traditional music,2008,扩展项目,Extension project,贵州省剑河县,"Jianhe County, Guizhou Province",剑河县文化馆,Jianhe County Cultural Center,108.437219,26.731608,贵州,Guizhou,西部,Western China,西南,Southwest China,"108.437219,26.731608"
Ⅱ-30,多声部民歌（潮尔道-阿巴嘎潮尔）,Multi part folk song (Chaoer road - Abaga Chaoer),传统音乐,Traditional music,2011,扩展项目,Extension project,内蒙古自治区阿巴嘎旗,"Abaga banner, Inner Mongolia Autonomous Region",阿巴嘎旗文化馆,Abaga banner Cultural Museum,114.943616,44.021157,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"114.943616,44.021157"
Ⅱ-30,多声部民歌（阿尔麦多声部民歌）,Multi part folk song (almeido part folk song),传统音乐,Traditional music,2014,扩展项目,Extension project,四川省黑水县,"Heishui County, Sichuan Province",黑水县文化馆,Heishui County Cultural Center,102.988259,32.064209,四川,Sichuan,西部,Western China,西南,Southwest China,"102.988259,32.064209"
Ⅱ-31,彝族海菜腔,Yi seaweed tune,传统音乐,Traditional music,2006,新增项目,New project,云南省红河哈尼族彝族自治州,"Honghe Hani and Yi Autonomous Prefecture, Yunnan Province",石屏县文化馆,Shiping County Cultural Center,103.382144,23.36928,云南,Yunnan,西部,Western China,西南,Southwest China,"103.382144,23.36928"
Ⅱ-32,那坡壮族民歌,Napo Zhuang folk songs,传统音乐,Traditional music,2006,新增项目,New project,广西壮族自治区那坡县,"Napo County, Guangxi Zhuang Autonomous Region",那坡县文化馆,Napo County Cultural Center,105.829287,23.390206,广西,Guangxi,西部,Western China,华南,South China,"105.829287,23.390206"
Ⅱ-33,澧水船工号子,Lishui boatman's horn,传统音乐,Traditional music,2006,新增项目,New project,湖南省澧县,"Li County, Hunan Province",澧县文化馆,Lixian Culture Museum,111.752988,29.635857,湖南,Hunan,中部,Central China,华中,Central China,"111.752988,29.635857"
Ⅱ-34,古琴艺术,Guqin art,传统音乐,Traditional music,2006,新增项目,New project,中国艺术研究院,China Academy of Art,中国艺术研究院,China Academy of Art,116.41531,39.983324,北京,Beijing,东部,Eastern China,华北,North China,"116.41531,39.983324"
Ⅱ-34,古琴艺术（玉山琴派）,Guqin art (Yushan Qin school),传统音乐,Traditional music,2008,扩展项目,Extension project,江苏省常熟市,"Changshu City, Jiangsu Province",常熟市虞山琴派艺术工作室,Changshu Yushan Qin school art studio,120.748085,31.656312,江苏,Jiangsu,东部,Eastern China,华东,East China,"120.748085,31.656312"
Ⅱ-34,古琴艺术（广陵琴派）,Guqin art (Guangling Qin school),传统音乐,Traditional music,2008,扩展项目,Extension project,江苏省扬州市,"Yangzhou City, Jiangsu Province",扬州市文化馆,Yangzhou Cultural Center,119.415532,32.395044,江苏,Jiangsu,东部,Eastern China,华东,East China,"119.415532,32.395044"
Ⅱ-34,古琴艺术（金陵琴派）,Guqin art (Jinling Qin school),传统音乐,Traditional music,2008,扩展项目,Extension project,江苏省南京市,"Nanjing City, Jiangsu Province",南京市秦淮区文化馆,Nanjing Qinhuai District Cultural Center,118.791439,32.061427,江苏,Jiangsu,东部,Eastern China,华东,East China,"118.791439,32.061427"
Ⅱ-34,古琴艺术（梅庵琴派）,Guqin art (Meian Qin school),传统音乐,Traditional music,2008,扩展项目,Extension project,江苏省南通市,"Nantong City, Jiangsu Province",南通市非物质文化遗产研究会,Nantong Intangible Cultural Heritage Research Association,120.860361,32.018364,江苏,Jiangsu,东部,Eastern China,华东,East China,"120.860361,32.018364"
Ⅱ-34,古琴艺术（梅庵琴派）,Guqin art (Meian Qin school),传统音乐,Traditional music,2008,扩展项目,Extension project,江苏省镇江市,"Zhenjiang City, Jiangsu Province",镇江梦溪琴社,Zhenjiang Mengxi Piano Club,119.447367,32.206327,江苏,Jiangsu,东部,Eastern China,华东,East China,"119.447367,32.206327"
Ⅱ-34,古琴艺术（浙派）,Guqin art (Zhejiang School),传统音乐,Traditional music,2008,扩展项目,Extension project,浙江省杭州市,"Hangzhou City, Zhejiang Province",杭州市非物质文化遗产保护中心,Hangzhou Intangible Cultural Heritage Protection Center,120.20541,30.24828,浙江,Zhejiang,东部,Eastern China,华东,East China,"120.20541,30.24828"
Ⅱ-34,古琴艺术（诸城派）,Guqin art (Zhucheng school),传统音乐,Traditional music,2008,扩展项目,Extension project,山东省诸城市,"Zhucheng City, Shandong Province",诸城市文化馆,Zhucheng Cultural Center,119.404245,35.995406,山东,Shandong,东部,Eastern China,华东,East China,"119.404245,35.995406"
Ⅱ-34,古琴艺术（岭南派）,Guqin art (Lingnan School),传统音乐,Traditional music,2008,扩展项目,Extension project,广东省广州市,"Guangzhou City, Guangdong Province",广州市海珠区文化馆（广州市海珠区非物质文化遗产保护中心）,Guangzhou Haizhu District Cultural Center (Guangzhou Haizhu District Intangible Cultural Heritage Protection Center),113.259055,23.131789,广东,Guangdong,东部,Eastern China,华南,South China,"113.259055,23.131789"
Ⅱ-34,古琴艺术,Guqin art,传统音乐,Traditional music,2014,扩展项目,Extension project,北京市大兴区,"Daxing District, Beijing",北京钧天坊古琴文化艺术传播有限公司,"Beijing juntianfang Guqin culture and Art Communication Co., Ltd",116.335253,39.725606,北京,Beijing,东部,Eastern China,华北,North China,"116.335253,39.725606"
Ⅱ-34,古琴艺术,Guqin art,传统音乐,Traditional music,2014,扩展项目,Extension project,香港特别行政区,Hong Kong Special Administrative Region,蔡昌寿及蔡昌寿斲琴学会,Cai Changshou and Cai Changshou piano consumer society,114.166242,22.280211,香港,Hong Kong,东部,Eastern China,华南,South China,"114.166242,22.280211"
Ⅱ-35,蒙古族马头琴音乐,Mongolian Matouqin music,传统音乐,Traditional music,2006,新增项目,New project,内蒙古自治区,Inner Mongolia Autonomous Region,内蒙古自治区艺术研究所（内蒙古自治区艺术档案馆）,Inner Mongolia Autonomous Region Art Research Institute (Inner Mongolia Autonomous Region Art archives),111.664021,40.816981,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"111.664021,40.816981"
Ⅱ-35,蒙古族马头琴音乐,Mongolian Matouqin music,传统音乐,Traditional music,2008,扩展项目,Extension project,吉林省前郭尔罗斯蒙古族自治县,"Qiangoros Mongolian Autonomous County, Jilin Province",前郭尔罗斯蒙古族自治县民族歌舞传习中心（马头琴乐团）,Ethnic song and dance teaching center of qiangoros Mongolian Autonomous County (Matouqin Orchestra),124.816954,45.116061,吉林,Jilin,东北,Northeast China,东北,Northeast China,"124.816954,45.116061"
Ⅱ-36,蒙古族四胡音乐,Mongolian Sihu music,传统音乐,Traditional music,2006,新增项目,New project,内蒙古自治区通辽市,"Tongliao City, Inner Mongolia Autonomous Region",通辽市民族歌舞团,Tongliao national song and Dance Troupe,122.257571,43.615052,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"122.257571,43.615052"
Ⅱ-36,蒙古族四胡音乐,Mongolian Sihu music,传统音乐,Traditional music,2008,扩展项目,Extension project,吉林省前郭尔罗斯蒙古族自治县,"Qiangoros Mongolian Autonomous County, Jilin Province",前郭尔罗斯蒙古族自治县草原文化馆,Grassland Culture Museum of former golros Mongolian Autonomous County,124.816954,45.116061,吉林,Jilin,东北,Northeast China,东北,Northeast China,"124.816954,45.116061"
Ⅱ-36,蒙古族四胡音乐,Mongolian Sihu music,传统音乐,Traditional music,2008,扩展项目,Extension project,黑龙江省杜尔伯特蒙古族自治县,"Durbert Mongolian Autonomous County, Heilongjiang Province",杜尔伯特蒙古族自治县博物馆,Durbert Mongolian Autonomous County Museum,124.435749,46.860663,黑龙江,Heilongjiang,东北,Northeast China,东北,Northeast China,"124.435749,46.860663"
Ⅱ-36,蒙古族四胡音乐,Mongolian Sihu music,传统音乐,Traditional music,2014,扩展项目,Extension project,内蒙古自治区科尔沁右翼中旗,"Horqin youyou Middle Banner, Inner Mongolia Autonomous Region",科尔沁右翼中旗文化馆,Horqin youyouzhong Banner Culture Museum,121.47043,45.058818,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"121.47043,45.058818"
Ⅱ-37,唢呐艺术,Suona Art,传统音乐,Traditional music,2006,新增项目,New project,河南省沁阳市,"Qinyang City, Henan Province",沁阳市文化馆（沁阳市非物质文化遗产保中心）,Qinyang Cultural Center (Qinyang Intangible Cultural Heritage Preservation Center),112.944609,35.088328,河南,Henan,中部,Central China,华中,Central China,"112.944609,35.088328"
Ⅱ-37,唢呐艺术,Suona Art,传统音乐,Traditional music,2006,新增项目,New project,甘肃省庆阳市,"Qingyang City, Gansu Province",庆阳市西峰区文化馆,Qingyang Xifeng District Cultural Center,107.633636,35.734612,甘肃,Gansu,西部,Western China,西北,Northwest China,"107.633636,35.734612"
Ⅱ-37,唢呐艺术（唐山花吹）,Suona Art (Tangshan flower blowing),传统音乐,Traditional music,2008,扩展项目,Extension project,河北省曹妃甸区,"Caofeidian District, Hebei Province",唐山市曹妃甸区文化馆,Tangshan Caofeidian District Cultural Center,118.454213,39.271857,河北,Hebei,东部,Eastern China,华北,North China,"118.454213,39.271857"
Ⅱ-37,唢呐艺术（丰宁满族吵子会）,Suona Art (Fengning Manchu noisy Club),传统音乐,Traditional music,2008,扩展项目,Extension project,河北省丰宁满族自治县,"Fengning Manchu Autonomous County, Hebei Province",丰宁满族自治县非物质文化遗产保护中心,Fengning Manchu Autonomous County Intangible Cultural Heritage Protection Center,116.639967,41.207225,河北,Hebei,东部,Eastern China,华北,North China,"116.639967,41.207225"
Ⅱ-37,唢呐艺术（晋北鼓吹）,Suona Art (advocated in northern Shanxi),传统音乐,Traditional music,2008,扩展项目,Extension project,山西省阳高县,"Yanggao County, Shanxi Province",阳高县文化馆,Yanggao County Cultural Center,113.742089,40.359847,山西,Shanxi,中部,Central China,华北,North China,"113.742089,40.359847"
Ⅱ-37,唢呐艺术（上党八音会）,Suona Art (Shangdang Bayin Club),传统音乐,Traditional music,2008,扩展项目,Extension project,山西省长子县,"Changzi County, Shanxi Province",长子县文化馆,Changzi County Cultural Center,112.871757,36.12254,山西,Shanxi,中部,Central China,华北,North China,"112.871757,36.12254"
Ⅱ-37,唢呐艺术（上党乐户班社）,Suona Art (Shangdang Yuehu class society),传统音乐,Traditional music,2008,扩展项目,Extension project,山西省壶关县,"Huguan County, Shanxi Province",壶关县牛府鼓乐班社,Huguan niufu drum music club,113.200551,36.115444,山西,Shanxi,中部,Central China,华北,North China,"113.200551,36.115444"
Ⅱ-37,唢呐艺术（晋北鼓吹）,Suona Art (advocated in northern Shanxi),传统音乐,Traditional music,2008,扩展项目,Extension project,山西省忻州市,"Xinzhou City, Shanxi Province",忻州市忻府区文化馆,Xinzhou Xinfu District Cultural Center,112.72697,38.417109,山西,Shanxi,中部,Central China,华北,North China,"112.72697,38.417109"
